Id,Category
505,6
506,6
507,8
508,10
509,10
510,2
511,6
512,9
513,4
514,0
515,2
516,6
517,9
518,6
519,3
520,2
521,4
522,7
523,9
524,2
525,2
526,2
527,7
528,6
529,3
530,2
531,1
532,4
533,3
534,7
535,10
536,3
537,0
538,0
539,0
540,2
541,2
542,0
543,0
544,9
545,1
546,0
547,5
548,3
549,10
550,2
551,5
552,5
553,0
554,4
555,6
556,0
557,1
558,6
559,5
560,0
561,0
562,5
563,8
564,3
565,4
566,5
567,1
568,8
569,3
570,5
571,5
572,7
573,5
574,2
575,4
576,8
577,7
578,1
579,3
580,2
581,2
582,9
583,9
584,3
585,6
586,5
587,3
588,7
589,5
590,9
591,10
592,9
593,5
594,7
595,9
596,5
597,3
598,4
599,7
600,5
601,10
602,3
603,6
604,0
605,9
606,9
607,5
608,2
609,3
610,5
611,9
612,5
613,0
614,2
615,10
616,8
617,9
618,0
619,9
620,7
621,3
622,4
623,8
624,4
625,3
626,3
627,5
628,1
629,6
630,3
631,0
632,5
633,2
634,2
635,3
636,9
637,1
638,5
639,0
640,10
641,0
642,1
643,1
644,0
645,7
646,6
647,9
648,5
649,3
650,0
651,10
652,8
653,5
654,2
655,5
656,5
657,8
658,2
659,2
660,2
661,6
662,0
663,4
664,9
665,1
666,0
667,5
668,9
669,4
670,7
671,9
672,3
673,7
674,5
675,5
676,3
677,2
678,5
679,2
680,1
681,1
682,1
683,4
684,3
685,0
686,10
687,4
688,10
689,7
690,2
691,9
692,3
693,5
694,4
695,4
696,6
697,0
698,9
699,9
700,9
701,2
702,10
703,0
704,0
705,10
706,8
707,7
708,5
709,9
710,7
711,8
712,6
713,1
714,6
715,0
716,4
717,0
718,4
719,9
720,10
721,6
722,4
723,10
724,9
725,4
726,5
727,3
728,5
729,2
730,10
731,9
732,8
733,6
734,4
735,3
736,3
737,2
738,8
739,7
740,7
741,7
742,10
743,3
744,7
745,2
746,2
747,9
748,6
749,8
750,0
751,1
752,7
753,5
754,3
755,6
756,8
757,10
758,6
759,10
760,2
761,8
762,0
763,8
764,8
765,9
766,0
767,9
768,5
769,10
770,5
771,4
772,2
773,2
774,6
775,8
776,8
777,5
778,10
779,4
780,4
781,6
782,4
783,9
784,0
785,8
786,9
787,0
788,5
789,10
790,0
791,8
792,7
793,9
794,7
795,2
796,9
797,2
798,0
799,8
800,5
801,1
802,3
803,8
804,0
805,4
806,10
807,8
808,10
809,3
810,0
811,4
812,0
813,7
814,2
815,4
816,0
817,9
818,7
819,3
820,10
821,8
822,9
823,10
824,4
825,3
826,4
827,0
828,9
829,0
830,0
831,1
832,8
833,1
834,8
835,6
836,2
837,5
838,2
839,3
840,5
841,10
842,3
843,3
844,3
845,2
846,2
847,10
848,0
849,3
850,5
851,9
852,4
853,3
854,10
855,10
856,10
857,10
858,0
859,5
860,1
861,0
862,0
863,9
864,0
865,4
866,2
867,10
868,8
869,2
870,2
871,6
872,2
873,9
874,2
875,0
876,5
877,8
878,5
879,10
880,5
881,5
882,9
883,6
884,4
885,2
886,0
887,7
888,2
889,4
890,6
891,3
892,5
893,3
894,6
895,2
896,9
897,5
898,4
899,9
900,6
901,10
902,1
903,3
904,6
905,1
906,7
907,5
908,9
909,9
910,10
911,8
912,6
913,2
914,4
915,3
916,0
917,1
918,1
919,6
920,9
921,3
922,8
923,9
924,9
925,2
926,2
927,0
928,4
929,9
930,9
931,2
932,9
933,0
934,0
935,1
936,8
937,2
938,9
939,1
940,9
941,5
942,3
943,10
944,7
945,10
946,7
947,3
948,10
949,1
950,4
951,1
952,9
953,9
954,1
955,2
956,6
957,7
958,2
959,9
960,2
961,3
962,7
963,8
964,5
965,3
966,9
967,5
968,1
969,4
970,0
971,0
972,8
973,5
974,0
975,2
976,7
977,5
978,5
979,4
980,0
981,7
982,0
983,2
984,7
985,8
986,5
987,5
988,10
989,9
990,5
991,7
992,5
993,7
994,7
995,7
996,4
997,2
998,9
999,4
1000,9
1001,5
1002,10
1003,7
1004,9
1005,7
1006,0
1007,1
1008,1
1009,2
1010,5
1011,1
1012,6
1013,8
1014,0
1015,10
1016,4
1017,5
1018,3
1019,9
1020,10
1021,9
1022,5
1023,8
1024,9
1025,2
1026,10
1027,0
1028,10
1029,5
1030,10
1031,4
1032,6
1033,1
1034,1
1035,10
1036,8
1037,5
1038,5
1039,8
1040,9
1041,8
1042,1
1043,9
1044,0
1045,9
1046,1
1047,5
1048,4
1049,9
1050,1
1051,9
1052,9
1053,3
1054,8
1055,6
1056,6
1057,5
1058,3
1059,9
1060,10
1061,10
1062,5
1063,10
1064,9
1065,8
1066,4
1067,10
1068,9
1069,9
1070,9
1071,6
1072,1
1073,8
1074,10
1075,2
1076,5
1077,5
1078,3
1079,8
1080,9
1081,5
1082,7
1083,4
1084,4
1085,3
1086,7
1087,0
1088,1
1089,0
1090,1
1091,10
1092,9
1093,6
1094,8
1095,1
1096,10
1097,2
1098,9
1099,7
1100,7
1101,9
1102,5
1103,4
1104,6
1105,9
1106,9
1107,10
1108,8
1109,9
1110,9
1111,9
1112,5
1113,2
1114,3
1115,3
1116,9
1117,5
1118,5
1119,6
1120,6
1121,9
1122,7
1123,3
1124,1
1125,9
1126,6
1127,3
1128,8
1129,4
1130,1
1131,4
1132,8
1133,1
1134,8
1135,2
1136,6
1137,9
1138,0
1139,0
1140,8
1141,3
1142,9
1143,5
1144,9
1145,3
1146,4
1147,10
1148,0
1149,10
1150,3
1151,2
1152,0
1153,0
1154,2
1155,9
1156,5
1157,3
1158,2
1159,1
1160,9
1161,8
1162,1
1163,9
1164,0
1165,9
1166,0
1167,5
1168,0
1169,5
1170,4
1171,2
1172,7
1173,2
1174,8
1175,0
1176,10
1177,1
1178,0
1179,4
1180,0
1181,6
1182,4
1183,8
1184,1
1185,6
1186,6
1187,4
1188,5
1189,9
1190,7
1191,8
1192,5
1193,6
1194,10
1195,3
1196,3
1197,5
1198,0
1199,0
1200,2
1201,0
1202,1
1203,8
1204,5
1205,6
1206,7
1207,9
1208,9
1209,0
1210,9
1211,10
1212,5
1213,10
1214,5
1215,8
1216,8
1217,10
1218,6
1219,9
1220,10
1221,5
1222,5
1223,1
1224,4
1225,6
1226,8
1227,6
1228,1
1229,4
1230,0
1231,0
1232,10
1233,5
1234,5
1235,4
1236,4
1237,3
1238,4
1239,9
1240,2
1241,3
1242,8
1243,9
1244,2
1245,8
1246,4
1247,5
1248,3
1249,5
1250,5
1251,9
1252,10
1253,5
1254,5
1255,10
1256,4
1257,10
1258,5
1259,1
1260,0
1261,0
1262,0
1263,0
1264,8
1265,9
1266,5
1267,10
1268,10
1269,7
1270,2
1271,2
1272,6
1273,0
1274,0
1275,1
1276,5
1277,0
1278,10
1279,2
1280,2
1281,1
1282,9
1283,5
1284,3
1285,5
1286,1
1287,2
1288,10
1289,0
1290,8
1291,8
1292,5
1293,4
1294,0
1295,4
1296,2
1297,4
1298,9
1299,0
1300,9
1301,8
1302,5
1303,4
1304,0
1305,0
1306,0
1307,1
1308,1
1309,8
1310,10
1311,3
1312,3
1313,9
1314,0
1315,3
1316,0
1317,8
1318,5
1319,10
1320,8
1321,6
1322,3
1323,6
1324,3
1325,5
1326,0
1327,4
1328,4
1329,1
1330,10
1331,4
1332,8
1333,8
1334,5
1335,4
1336,8
1337,4
1338,4
1339,1
1340,10
1341,1
1342,4
1343,8
1344,9
1345,7
1346,0
1347,7
1348,0
1349,4
1350,3
1351,5
1352,8
1353,3
1354,10
1355,6
1356,5
1357,6
1358,2
1359,2
1360,0
1361,9
1362,5
1363,2
1364,10
1365,7
1366,2
1367,5
1368,9
1369,9
1370,8
1371,9
1372,6
1373,3
1374,9
1375,4
1376,10
1377,8
1378,4
1379,8
1380,4
1381,3
1382,3
1383,10
1384,5
1385,4
1386,4
1387,8
1388,9
1389,10
1390,10
1391,5
1392,0
1393,5
1394,8
1395,2
1396,10
1397,2
1398,8
1399,2
1400,8
1401,9
1402,9
1403,5
1404,9
1405,4
1406,10
1407,8
1408,8
1409,2
1410,0
1411,4
1412,0
1413,8
1414,8
1415,2
1416,8
1417,0
1418,2
1419,6
1420,10
1421,6
1422,1
1423,8
1424,10
1425,8
1426,3
1427,0
1428,5
1429,2
1430,9
1431,7
1432,8
1433,5
1434,8
1435,6
1436,4
1437,6
1438,5
1439,5
1440,9
1441,3
1442,1
1443,8
1444,10
1445,8
1446,2
1447,10
1448,0
1449,0
1450,0
1451,4
1452,2
1453,9
1454,3
1455,7
1456,9
1457,0
1458,1
1459,0
1460,2
1461,5
1462,2
1463,2
1464,5
1465,5
1466,8
1467,9
1468,1
1469,2
1470,2
1471,1
1472,2
1473,5
1474,7
1475,7
1476,9
1477,5
1478,8
1479,6
1480,9
1481,5
1482,9
1483,9
1484,1
1485,5
1486,4
1487,0
1488,7
1489,6
1490,2
1491,8
1492,5
1493,5
1494,10
1495,9
1496,9
1497,0
1498,4
1499,10
1500,4
1501,6
1502,8
1503,3
1504,0
1505,9
1506,5
1507,0
1508,2
1509,2
1510,7
1511,10
1512,1
1513,3
1514,5
1515,9
1516,10
1517,5
1518,5
1519,2
1520,5
1521,7
1522,6
1523,2
1524,6
1525,5
1526,5
1527,4
1528,8
1529,3
1530,10
1531,2
1532,0
1533,2
1534,6
1535,1
1536,0
1537,5
1538,3
1539,9
1540,9
1541,6
1542,4
1543,6
1544,6
1545,6
1546,9
1547,10
1548,10
1549,4
1550,2
1551,8
1552,6
1553,0
1554,5
1555,1
1556,5
1557,5
1558,7
1559,9
1560,3
1561,8
1562,3
1563,9
1564,7
1565,6
1566,9
1567,7
1568,2
1569,1
1570,0
1571,5
1572,10
1573,8
1574,10
1575,4
1576,7
1577,1
1578,1
1579,7
1580,9
1581,7
1582,0
1583,3
1584,8
1585,0
1586,4
1587,5
1588,5
1589,9
1590,8
1591,10
1592,9
1593,10
1594,8
1595,3
1596,2
1597,7
1598,3
1599,10
1600,2
1601,4
1602,5
1603,1
1604,8
1605,8
1606,0
1607,4
1608,0
1609,6
1610,3
1611,0
1612,9
1613,9
1614,7
1615,0
1616,0
1617,2
1618,0
1619,4
1620,8
1621,0
1622,9
1623,8
1624,10
1625,8
1626,3
1627,2
1628,3
1629,1
1630,2
1631,8
1632,8
1633,9
1634,5
1635,3
1636,3
1637,3
1638,5
1639,1
1640,5
1641,0
1642,5
1643,0
1644,3
1645,2
1646,1
1647,7
1648,9
1649,8
1650,7
1651,5
1652,8
1653,9
1654,9
1655,3
1656,1
1657,3
1658,5
1659,1
1660,0
1661,3
1662,1
1663,5
1664,4
1665,7
1666,8
1667,0
1668,3
1669,1
1670,7
1671,4
1672,7
1673,5
1674,9
1675,3
1676,5
1677,7
1678,5
1679,3
1680,3
1681,6
1682,4
1683,3
1684,5
1685,10
1686,2
1687,3
1688,8
1689,10
1690,2
1691,2
1692,5
1693,9
1694,5
1695,9
1696,8
1697,8
1698,9
1699,2
1700,0
1701,9
1702,5
1703,7
1704,8
1705,8
1706,7
1707,10
1708,4
1709,6
1710,4
1711,10
1712,5
1713,7
1714,4
1715,7
1716,10
1717,5
1718,9
1719,5
1720,3
1721,7
1722,4
1723,4
1724,9
1725,1
1726,4
1727,10
1728,0
1729,3
1730,2
1731,2
1732,9
1733,2
1734,0
1735,6
1736,2
1737,6
1738,3
1739,8
1740,5
1741,6
1742,9
1743,9
1744,3
1745,0
1746,2
1747,2
1748,9
1749,9
1750,0
1751,5
1752,2
1753,6
1754,1
1755,5
1756,3
1757,7
1758,5
1759,1
1760,3
1761,4
1762,9
1763,6
1764,3
1765,9
1766,2
1767,5
1768,4
1769,5
1770,5
1771,5
1772,10
1773,5
1774,4
1775,5
1776,10
1777,9
1778,4
1779,0
1780,3
1781,8
1782,5
1783,9
1784,9
1785,7
1786,2
1787,0
1788,4
1789,9
1790,8
1791,8
1792,5
1793,0
1794,5
1795,7
1796,5
1797,8
1798,5
1799,9
1800,9
1801,0
1802,4
1803,8
1804,6
1805,1
1806,9
1807,5
1808,9
1809,3
1810,6
1811,4
1812,4
1813,9
1814,10
1815,2
1816,5
1817,4
1818,8
1819,6
1820,9
1821,10
1822,9
1823,9
1824,7
1825,3
1826,1
1827,2
1828,3
1829,2
1830,6
1831,2
1832,2
1833,9
1834,6
1835,3
1836,3
1837,9
1838,3
1839,1
1840,4
1841,6
1842,9
1843,8
1844,1
1845,5
1846,0
1847,9
1848,0
1849,1
1850,2
1851,5
1852,7
1853,2
1854,7
1855,1
1856,6
1857,7
1858,1
1859,6
1860,5
1861,2
1862,0
1863,5
1864,8
1865,3
1866,2
1867,5
1868,1
1869,0
1870,1
1871,5
1872,0
1873,10
1874,0
1875,9
1876,8
1877,4
1878,0
1879,6
1880,0
1881,2
1882,5
1883,3
1884,4
1885,0
1886,6
1887,0
1888,10
1889,1
1890,4
1891,1
1892,9
1893,7
1894,3
1895,0
1896,3
1897,9
1898,0
1899,0
1900,2
1901,9
1902,3
1903,6
1904,8
1905,2
1906,4
1907,5
1908,1
1909,7
1910,10
1911,3
1912,3
1913,4
1914,9
1915,9
1916,6
1917,2
1918,8
1919,0
1920,7
1921,2
1922,10
1923,3
1924,3
1925,5
1926,8
1927,0
1928,8
1929,3
1930,5
1931,3
1932,0
1933,3
1934,5
1935,8
1936,10
1937,0
1938,0
1939,3
1940,6
1941,3
1942,0
1943,9
1944,0
1945,9
1946,6
1947,5
1948,10
1949,5
1950,1
1951,5
1952,6
1953,6
1954,1
1955,2
1956,2
1957,3
1958,4
1959,2
1960,9
1961,10
1962,3
1963,6
1964,9
1965,10
1966,5
1967,9
1968,6
1969,2
1970,7
1971,5
1972,5
1973,9
1974,7
1975,1
1976,9
1977,10
1978,9
1979,4
1980,5
1981,7
1982,3
1983,3
1984,7
1985,1
1986,4
1987,3
1988,0
1989,8
1990,3
1991,1
1992,10
1993,7
1994,5
1995,10
1996,0
1997,0
1998,2
1999,7
2000,5
2001,5
2002,0
2003,5
2004,0
2005,2
2006,10
2007,2
2008,2
2009,5
2010,1
2011,1
2012,7
2013,6
2014,6
2015,2
2016,7
2017,0
2018,9
2019,8
2020,6
2021,6
2022,4
2023,9
2024,0
2025,2
2026,1
2027,3
2028,4
2029,6
2030,2
2031,8
2032,10
2033,4
2034,0
2035,5
2036,5
2037,6
2038,5
2039,0
2040,3
2041,7
2042,5
2043,7
2044,5
2045,6
2046,5
2047,2
2048,0
2049,9
2050,0
2051,3
2052,7
2053,2
2054,7
2055,0
2056,0
2057,10
2058,1
2059,9
2060,4
2061,5
2062,10
2063,0
2064,10
2065,9
2066,2
2067,9
2068,3
2069,3
2070,3
2071,1
2072,2
2073,1
2074,0
2075,8
2076,8
2077,6
2078,6
2079,4
2080,1
2081,4
2082,5
2083,9
2084,1
2085,5
2086,9
2087,2
2088,6
2089,6
2090,5
2091,0
2092,3
2093,1
2094,5
2095,8
2096,0
2097,5
2098,7
2099,10
2100,1
2101,5
2102,3
2103,5
2104,2
2105,8
2106,5
2107,3
2108,3
2109,8
2110,6
2111,1
2112,9
2113,9
2114,5
2115,8
2116,6
2117,5
2118,10
2119,10
2120,9
2121,0
2122,9
2123,10
2124,5
2125,7
2126,5
2127,0
2128,7
2129,10
2130,6
2131,1
2132,9
2133,10
2134,0
2135,5
2136,8
2137,6
2138,6
2139,1
2140,0
2141,0
2142,4
2143,0
2144,6
2145,4
2146,0
2147,7
2148,1
2149,8
2150,1
2151,9
2152,8
2153,0
2154,0
2155,3
2156,10
2157,3
2158,5
2159,5
2160,0
2161,0
2162,4
2163,0
2164,10
2165,3
2166,7
2167,10
2168,6
2169,0
2170,8
2171,6
2172,9
2173,5
2174,0
2175,3
2176,7
2177,0
2178,7
2179,9
2180,4
2181,5
2182,1
2183,5
2184,9
2185,2
2186,7
2187,3
2188,4
2189,4
2190,10
2191,2
2192,5
2193,2
2194,1
2195,2
2196,9
2197,8
2198,4
2199,2
2200,0
2201,2
2202,4
2203,8
2204,4
2205,9
2206,4
2207,2
2208,2
2209,5
2210,2
2211,10
2212,4
2213,4
2214,2
2215,6
2216,4
2217,5
2218,8
2219,9
2220,0
2221,3
2222,6
2223,1
2224,5
2225,2
2226,2
2227,8
2228,8
2229,5
2230,3
2231,9
2232,6
2233,8
2234,6
2235,6
2236,10
2237,2
2238,3
2239,7
2240,10
2241,1
2242,7
2243,0
2244,9
2245,9
2246,2
2247,5
2248,2
2249,1
2250,2
2251,1
2252,6
2253,6
2254,0
2255,8
2256,1
2257,4
2258,1
2259,8
2260,4
2261,9
2262,3
2263,0
2264,10
2265,4
2266,10
2267,7
2268,10
2269,2
2270,10
2271,9
2272,10
2273,2
2274,8
2275,9
2276,3
2277,4
2278,4
2279,5
2280,0
2281,9
2282,7
2283,3
2284,1
2285,3
2286,8
2287,3
2288,4
2289,8
2290,2
2291,2
2292,10
2293,6
2294,0
2295,8
2296,7
2297,5
2298,5
2299,8
2300,4
2301,9
2302,1
2303,4
2304,9
2305,2
2306,3
2307,3
2308,10
2309,1
2310,5
2311,3
2312,5
2313,0
2314,2
2315,10
2316,9
2317,8
2318,9
2319,9
2320,2
2321,5
2322,2
2323,8
2324,9
2325,10
2326,2
2327,9
2328,1
2329,6
2330,5
2331,3
2332,0
2333,7
2334,4
2335,3
2336,4
2337,9
2338,0
2339,8
2340,10
2341,6
2342,5
2343,3
2344,5
2345,1
2346,8
2347,0
2348,5
2349,3
2350,8
2351,3
2352,6
2353,7
2354,4
2355,3
2356,4
2357,6
2358,2
2359,2
2360,5
2361,7
2362,10
2363,0
2364,3
2365,6
2366,4
2367,6
2368,5
2369,3
2370,2
2371,9
2372,5
2373,10
2374,5
2375,2
2376,7
2377,8
2378,4
2379,5
2380,2
2381,6
2382,7
2383,4
2384,10
2385,4
2386,5
2387,0
2388,3
2389,0
2390,4
2391,10
2392,0
2393,3
2394,5
2395,5
2396,6
2397,3
2398,5
2399,3
2400,5
2401,2
2402,2
2403,2
2404,2
2405,10
2406,6
2407,0
2408,6
2409,9
2410,5
2411,5
2412,8
2413,9
2414,8
2415,8
2416,0
2417,3
2418,2
2419,5
2420,6
2421,0
2422,9
2423,0
2424,9
2425,7
2426,10
2427,0
2428,7
2429,6
2430,9
2431,4
2432,2
2433,5
2434,5
2435,7
2436,6
2437,3
2438,4
2439,9
2440,8
2441,0
2442,8
2443,4
2444,4
2445,1
2446,5
2447,8
2448,4
2449,5
2450,6
2451,10
2452,6
2453,6
2454,1
2455,7
2456,0
2457,10
2458,8
2459,0
2460,10
2461,7
2462,9
2463,2
2464,9
2465,0
2466,2
2467,8
2468,1
2469,1
2470,9
2471,6
2472,6
2473,8
2474,8
2475,7
2476,0
2477,4
2478,8
2479,2
2480,7
2481,5
2482,1
2483,2
2484,10
2485,7
2486,10
2487,0
2488,3
2489,6
2490,4
2491,9
2492,5
2493,5
2494,4
2495,5
2496,9
2497,2
2498,7
2499,2
2500,2
2501,8
2502,5
2503,8
2504,5
2505,9
2506,3
2507,7
2508,0
2509,8
2510,10
2511,2
2512,3
2513,6
2514,1
2515,4
2516,2
2517,5
2518,7
2519,8
2520,9
2521,5
2522,8
2523,0
2524,9
2525,5
2526,9
2527,8
2528,5
2529,8
2530,2
2531,9
2532,5
2533,5
2534,10
2535,9
2536,3
2537,8
2538,9
2539,5
2540,0
2541,2
2542,9
2543,5
2544,3
2545,4
2546,4
2547,0
2548,1
2549,10
2550,10
2551,2
2552,8
2553,5
2554,8
2555,5
2556,1
2557,10
2558,10
2559,0
2560,2
2561,8
2562,0
2563,8
2564,9
2565,8
2566,2
2567,5
2568,0
2569,5
2570,2
2571,10
2572,3
2573,5
2574,7
2575,9
2576,5
2577,9
2578,10
2579,5
2580,0
2581,0
2582,9
2583,9
2584,3
2585,0
2586,3
2587,0
2588,1
2589,0
2590,5
2591,0
2592,0
2593,0
2594,0
2595,10
2596,8
2597,1
2598,3
2599,3
2600,10
2601,7
2602,8
2603,6
2604,1
2605,6
2606,8
2607,6
2608,8
2609,10
2610,6
2611,0
2612,4
2613,5
2614,8
2615,5
2616,2
2617,5
2618,0
2619,8
2620,3
2621,6
2622,5
2623,5
2624,8
2625,9
2626,4
2627,9
2628,0
2629,1
2630,9
2631,9
2632,5
2633,0
2634,5
2635,7
2636,4
2637,7
2638,5
2639,3
2640,2
2641,5
2642,8
2643,4
2644,5
2645,7
2646,5
2647,2
2648,1
2649,0
2650,0
2651,2
2652,0
2653,1
2654,2
2655,10
2656,0
2657,8
2658,1
2659,9
2660,9
2661,7
2662,6
2663,7
2664,9
2665,2
2666,5
2667,10
2668,9
2669,6
2670,9
2671,3
2672,6
2673,2
2674,6
2675,5
2676,9
2677,7
2678,4
2679,0
2680,4
2681,3
2682,10
2683,2
2684,4
2685,6
2686,6
2687,2
2688,5
2689,2
2690,6
2691,5
2692,3
2693,7
2694,3
2695,3
2696,9
2697,6
2698,4
2699,10
2700,6
2701,8
2702,8
2703,6
2704,10
2705,9
2706,3
2707,9
2708,3
2709,5
2710,5
2711,0
2712,8
2713,0
2714,8
2715,9
2716,5
2717,0
2718,3
2719,5
2720,9
2721,10
2722,5
2723,6
2724,0
2725,4
2726,6
2727,9
2728,8
2729,8
2730,0
2731,4
2732,9
2733,1
2734,9
2735,9
2736,7
2737,10
2738,9
2739,5
2740,3
2741,7
2742,9
2743,9
2744,7
2745,3
2746,7
2747,0
2748,10
2749,2
2750,4
2751,0
2752,5
2753,7
2754,5
2755,0
2756,5
2757,5
2758,2
2759,10
2760,9
2761,0
2762,4
2763,3
2764,4
2765,4
2766,6
2767,4
2768,10
2769,0
2770,7
2771,6
2772,4
2773,8
2774,0
2775,4
2776,5
2777,6
2778,9
2779,0
2780,5
2781,2
2782,9
2783,5
2784,4
2785,2
2786,5
2787,1
2788,6
2789,8
2790,8
2791,0
2792,9
2793,8
2794,2
2795,8
2796,5
2797,2
2798,8
2799,9
2800,5
2801,0
2802,3
2803,0
2804,3
2805,7
2806,10
2807,3
2808,5
2809,1
2810,9
2811,5
2812,8
2813,9
2814,2
2815,0
2816,9
2817,9
2818,0
2819,2
2820,5
2821,2
2822,1
2823,5
2824,9
2825,5
2826,3
2827,4
2828,1
2829,5
2830,5
2831,9
2832,0
2833,4
2834,6
2835,0
2836,1
2837,9
2838,5
2839,5
2840,0
2841,7
2842,4
2843,6
2844,9
2845,8
2846,4
2847,4
2848,5
2849,5
2850,1
2851,7
2852,5
2853,2
2854,7
2855,4
2856,10
2857,10
2858,8
2859,9
2860,9
2861,9
2862,3
2863,0
2864,3
2865,5
2866,10
2867,9
2868,6
2869,5
2870,0
2871,8
2872,4
2873,8
2874,6
2875,3
2876,8
2877,9
2878,3
2879,7
2880,2
2881,0
2882,6
2883,8
2884,4
2885,9
2886,0
2887,2
2888,10
2889,7
2890,9
2891,8
2892,8
2893,0
2894,5
2895,9
2896,9
2897,8
2898,9
2899,5
2900,9
2901,7
2902,8
2903,3
2904,9
2905,9
2906,4
2907,5
2908,0
2909,5
2910,9
2911,5
2912,4
2913,5
2914,9
2915,10
2916,2
2917,3
2918,5
2919,4
2920,3
2921,3
2922,5
2923,1
2924,3
2925,8
2926,1
2927,9
2928,4
2929,4
2930,7
2931,6
2932,8
2933,9
2934,9
2935,8
2936,6
2937,0
2938,0
2939,8
2940,1
2941,4
2942,5
2943,1
2944,5
2945,9
2946,9
2947,8
2948,4
2949,1
2950,7
2951,8
2952,0
2953,6
2954,6
2955,0
2956,8
2957,10
2958,1
2959,9
2960,4
2961,0
2962,9
2963,9
2964,0
2965,6
2966,3
2967,4
2968,1
2969,2
2970,10
2971,4
2972,9
2973,4
2974,5
2975,5
2976,10
2977,2
2978,10
2979,5
2980,0
2981,4
2982,7
2983,8
2984,7
2985,7
2986,3
2987,7
2988,7
2989,9
2990,10
2991,5
2992,5
2993,7
2994,9
2995,9
2996,3
